Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Globigerina bulloides,Globigerina cf. woodi,Globoconella miozea,Neogloboquadrina acostaensis,Neogloboquadrina nympha,Neogloboquadrina cf. pachyderma,File Data,
318-U1355A-1R-1-PAL-FORAM,318,U1355,A,1,1-1,R,1,PAL,FORAM,0,1,0,0.01,R[318_PF],,,,,R[318_PF],,
