taxon_group,verbatim_name,name,"name to use (if different from ""name"")",name comment field,Comment,notes,Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,comments,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,Corrections to pbdb_taxon_rank,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name
benthic_forams,Pyrite,Pyrite,,,"not a taxa; Going into Macrostrat, not PBDB","Summer 2020: deal with later; should go in as a taphonomony comment or sediment descriptor? LL: this is a sediment descriptor and I don't think it should go in the PBDB AF: the only place it might go is in as taphonomy, but then it'd get linked to every taxonomic occurence in the sample, right? That's not helpful. So delete, unless Joc that spurs some kind of thought. hmmm,  yes, I think by moving this to a taphonomy field, iit would be associated with the entire sample, rather than just the bfs... That's fine though, since it's relevant to the entire sample and not just the BFs. I think then it goes in taphonomy and/or sed descriptor. MAR '21: we have decided this should be a sed descriptor, will need to specify the name of the field in Baggage Stripper so that S & W-Y can map this correctly. Apr '21: AF and LL discussing with S, will update this row and Wai-Yin on what to do with this and other 'Sed Descriptor' entries.",,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Euuvigerina miozea (group) >100 m,Euuvigerina miozea (group) >100 m,Euuvigerina miozea,,group,"Summer 2020: enter ""Euuvigerina miozea"" and reproduce the entry as comment LL: agree with this b/c the way this is listed does not make sense AF: let's have a benthic foram person review ones that we make calls like this Spring 2021: AF: From ET, despite reservations about Euuvigerina being not a good genus to use, the 'group' refers to the waterdepth (>100 m). Both could be moved to the comment field",,,Euuvigerina,,,,miozea,,,,>100 m group,1408,Euuvigerina,genus,,,,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Euuvigerina rodleyi (group) >50 m,Euuvigerina rodleyi (group) >50 m,Euuvigerina rodleyi,,group,"Summer 2020: enter ""Euuvigerina miozea"" and reproduce the entry as comment? LL: same as above",,,Euuvigerina,,,,rodleyi,,,,>50 m group,1408,Euuvigerina,genus,,,,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Others,Others,Foraminifera indet.,,not a taxa,Andy,Foraminifera indet.,,,,,,,,,,other benthic foraminifera,288974,Foraminifera,phylum,,,,,,,,,,212476,Rhizaria
benthic_forams,Pleurostomellids comment,Pleurostomellids comment,Pleurostomellia indet.,,not a taxa,Andy,Pleurostomellidae indet.,,,,,,,,,,,155922,Pleurostomellidae,family,,,,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Ostracoda spp.,Ostracoda spp.,Ostracoda indet.,Ostracoda spp.,group abundance,"Summer 2020: go in as Ostracoda indet, and the abu? LL: I think of spp. and indet. as two different things. Can we just list as Ostracoda with out the modifier? Unfortunately no, and strict taxonomic rule doesn't allow spp. above the generic level AF: I agree with Leah about the difference, but if that's the way we have to do it then that's the way it should be done. ",Ostracoda indet.,,,,,,,,,,,22826,Ostracoda,class,,,,,,,,18891,Arthropoda,325038,Animalia
benthic_forams,Elongated,Elongated,Foraminifera indet.,Elongated,not a taxa ,"Summer 2020: Andy; AF: same as above. I bet this was one person. TBH, if I were seeing loads of benthics in my samples, i wonder if this is what would happen? hmm",Foraminifera indet.,,,,,,,,,,,288974,Foraminifera,phylum,,,,,,,,,,212476,Rhizaria
benthic_forams,Planispiral,Planispiral,Foraminifera indet.,Planispiral,not a taxa,Summer 2020: Andy AF: Can't do better than 'benthic foraminifer' with this level of detail. Boooooooooooooooooo,Foraminifera indet.,,,,,,,,,,,288974,Foraminifera,phylum,,,,,,,,,,212476,Rhizaria
benthic_forams,Trochospiral,Trochospiral,Foraminifera indet.,Trochospiral,not a taxa,"Summer 2020: Andy; AF: Same, this is a morphological grouping that is nonsense at a taxonomic level. Benthic foraminifer",Foraminifera indet.,,,,,,,,,,,288974,Foraminifera,phylum,,,,,,,,,,212476,Rhizaria
benthic_forams,Tube-shaped agglutinated forms,Tube-shaped agglutinated forms,Textulariia indet.,Tube-shaped agglutinated forms,not a taxa,"Summer 2020: ""Agglutinated"" isn't a taxonomic name, so go in as ‎Foraminifera indet., this text as comment? Andy, could this be resolved further? AF: Agglutinates are the subclass Textulariia http://www.marinespecies.org/foraminifera/aphia.php?p=sourcedetails&id=131347",Textulariia indet.,,,,,,,,,,,434530,Textulariia,subclass,,,,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Unidentified agglutinants,Unidentified agglutinants,Textulariia indet.,Unidentified agglutinants,not a taxa,"Summer 2020: ""Agglutinated"" isn't a taxonomic name, so go in as ‎Foraminifera indet., this text as comment? Andy, could this be resolved further?; AF: Agglutinates are a subclass (lots of our taxonomic hierarchy at the higher level is based on test construction), so we can do Textulariia (subclass) as best.",Textulariia indet.,,,,,,,,,,,434530,Textulariia,subclass,,,,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Unidentified benthic forams,Unidentified benthic forams,Foraminifera indet.,,not a taxa,"Summer 2020: Andy; AF: This however sucks and can only be benthic foraminifera. Which given the way the taxonomy is, means that we can't do better than Foraminifera. Benthics are a big group.",Foraminifera indet.,,,,,,,,,,,288974,Foraminifera,phylum,,,,,,,,,,212476,Rhizaria
benthic_forams,Unilocular species,Unilocular species,Foraminifera indet.,,not a taxa,Summer 2020: Andy; AF: Foraminifera,Foraminifera indet.,,,,,,,,,,,288974,Foraminifera,phylum,,,,,,,,,,212476,Rhizaria
benthic_forams,Tapered,Tapered,Foraminifera indet.,Tapered,not a taxa,"Summer 2020: Andy; AF: Same, this is a morphological grouping that is nonsense at a taxonomic level. Benthic foraminifer",Foraminifera indet.,,,,,,,,,,,288974,Foraminifera,phylum,,,,,,,,,,212476,Rhizaria
benthic_forams,Nodosariid taxa,Nodosariid taxa,Nodosaria spp.,Nodosariid taxa,not a taxa; Nodosariata (class) or Nodosariana (subclass)?,Summer 2020: Andy AF: genus Nodosaria,,,Nodosaria,,,,spp.,,,,,1952,Nodosaria,genus,,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria
benthic_forams,Nodosariids,Nodosariids,Nodosaria spp.,Nodosariids,not a taxa; Nodosariata (class) or Nodosariana (subclass)?,Summer 2020: Andy AF: genus Nodosaria,,,Nodosaria,,,,spp.,,,,,1952,Nodosaria,genus,,82197,Nodosariidae,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria
benthic_forams,Agglutinated,Agglutinated,Textulariia indet.,Agglutinated,not a specific taxa,"Summer 2020: ""Agglutinated"" isn't a taxonomic name, so go in as ‎Foraminifera indet., this text as comment? Andy, could this be resolved further? AF: Agglutinates are the subclass Textulariia http://www.marinespecies.org/foraminifera/aphia.php?p=sourcedetails&id=131347",Textulariia indet.,,,,,,,,,,,434530,Textulariia,subclass,,,,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Agglutinated gen. et sp. indet.,Agglutinated gen. et sp. indet.,Textulariia indet.,Agglutinated gen. et sp. indet.,not a specific taxa,"""Agglutinated"" isn't a taxonomic name, so go in as ‎Foraminifera indet., this text as comment? Andy, could this be resolved further?",Textulariia indet.,,,,,,,,,,,434530,Textulariia,subclass,,,,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Agglutinated spp. (indeterminate),Agglutinated spp. (indeterminate),Textulariia indet.,Agglutinated spp. (indeterminate),not a specific taxa,"""Agglutinated"" isn't a taxonomic name, so go in as ‎Foraminifera indet., this text as comment? Andy, could this be resolved further?",Textulariia indet.,,,,,,,,,,,434530,Textulariia,subclass,,,,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Cibicides/Cibicidoides spp.,Cibicides/Cibicidoides spp.,Cibicides spp.,Cibicides/Cibicidoides spp.,multiple taxa names,"Summer 2020: IDK these; deal with later? Andy? Cibicides is the correct, current name, but Cibicidoides still gets used because Geochemists don't do taxonomy *shakes fist*. ",,,Cibicides,,,,spp.,,,,,1107,Cibicides,genus,,82208,Cibicididae,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,fossil,fossil,,,DELETE,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,fossil_group,fossil_group,,,DELETE,,,,,,,,,,,,,,,,,,,,,,,,,,
benthic_forams,Calcareous gen. et sp. indet.,Calcareous gen. et sp. indet.,Foraminifera indet.,Calcareous gen. et sp. indet.,not a taxa name,"Summer 2020: Andy - enter as ""Foraminifera"", entry as a comment? AF: Yes.",Foraminifera indet.,,,,,,,,,,,288974,Foraminifera,phylum,,,,,,,,,,212476,Rhizaria
benthic_forams,Bolivina/Brizalina spp.,Bolivina/Brizalina spp.,Brizalina spp.,Bolivina/Brizalina spp.,multiple taxa names,Summer 2020: IDK these; deal with later? Andy? LL: Brizalina is an older genera name that is now Bolivina; entry as comment; AF yep!,,,Brizalina,,,,spp.,,,,,1017,Brizalina,genus,,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Candeina nitida,Candeina nitida,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Candeina,,,,nitida,,,,,1053,Candeina,genus,,422277,Candeinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Dentoglobigerina altispira,Dentoglobigerina altispira,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Dentoglobigerina,,,,altispira,,,,,1264,Dentoglobigerina,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Dentoglobigerina baroemoenensis,Dentoglobigerina baroemoenensis,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Dentoglobigerina,,,,baroemoenensis,,,,,1264,Dentoglobigerina,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerina bulloides,Globigerina bulloides,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerina,,,,bulloides,,,,,1498,Globigerina,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerina falconensis,Globigerina falconensis,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerina,,,,falconensis,,,,,1498,Globigerina,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerina rubescens,Globigerina rubescens,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerina,,,,rubescens,,,,,1498,Globigerina,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerinella calida,Globigerinella calida,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerinella,,,,calida,,,,,1501,Globigerinella,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerinella siphonifera,Globigerinella siphonifera,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerinella,,,,siphonifera,,,,,1501,Globigerinella,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerinita glutinata,Globigerinita glutinata,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerinita,,,,glutinata,,,,,1503,Globigerinita,genus,,422373,Globigerinitidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerinoides bulloideus,Globigerinoides bulloideus,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerinoides,,,,bulloideus,,,,,1504,Globigerinoides,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerinoides conglobatus,Globigerinoides conglobatus,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerinoides,,,,conglobatus,,,,,1504,Globigerinoides,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerinoides extremus,Globigerinoides extremus,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerinoides,,,,extremus,,,,,1504,Globigerinoides,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerinoides fistulosus,Globigerinoides fistulosus,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerinoides,,,,fistulosus,,,,,1504,Globigerinoides,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerinoides immaturus,Globigerinoides immaturus,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerinoides,,,,immaturus,,,,,1504,Globigerinoides,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerinoides obliquus,Globigerinoides obliquus,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerinoides,,,,obliquus,,,,,1504,Globigerinoides,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerinoides pyramidalis,Globigerinoides pyramidalis,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerinoides,,,,pyramidalis,,,,,1504,Globigerinoides,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,"Globigerinoides ruber s.l. Wang, 2000","Globigerinoides ruber s.l. Wang, 2000",Globigerinoides ruber sensu lato,"Globigerinoides ruber s.l. Wang, 2000",,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerinoides,,,s.l.,ruber,,,,,1504,Globigerinoides,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerinoides ruber s.s.,Globigerinoides ruber s.s.,Globigerinoides ruber,Globigerinoides ruber s.s.,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerinoides,,,s.s.,ruber,,,,,1504,Globigerinoides,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerinoides sacculifer,Globigerinoides sacculifer,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerinoides,,,,sacculifer,,,,,1504,Globigerinoides,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerinoides sacculifer (without sac),Globigerinoides sacculifer (without sac),Globigerinoides sacculifer,Globigerinoides sacculifer (without sac),,"Andy, how would you  handle this?  comment field (i.e., informal modifier) or formal subspecies modifier?; this is a planktic foram",,,Globigerinoides,,,,sacculifer,,,without sac,,1504,Globigerinoides,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerinoides subquadratus,Globigerinoides subquadratus,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerinoides,,,,subquadratus,,,,,1504,Globigerinoides,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globigerinoides trilobus,Globigerinoides trilobus,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globigerinoides,,,,trilobus,,,,,1504,Globigerinoides,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globoconella inflata,Globoconella inflata,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globoconella,,,,inflata,,,,,103797,Globoconella,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globorotalia crassaformis,Globorotalia crassaformis,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globorotalia,,,,crassaformis,,,,,1521,Globorotalia,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globorotalia flexuosa,Globorotalia flexuosa,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globorotalia,,,,flexuosa,,,,,1521,Globorotalia,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globorotalia humerosa,Globorotalia humerosa,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globorotalia,,,,humerosa,,,,,1521,Globorotalia,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globorotalia limbata,Globorotalia limbata,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globorotalia,,,,limbata,,,,,1521,Globorotalia,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globorotalia margaritae,Globorotalia margaritae,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globorotalia,,,,margaritae,,,,,1521,Globorotalia,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globorotalia menardii,Globorotalia menardii,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globorotalia,,,,menardii,,,,,1521,Globorotalia,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globorotalia multicamerata,Globorotalia multicamerata,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globorotalia,,,,multicamerata,,,,,1521,Globorotalia,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globorotalia pertenuis,Globorotalia pertenuis,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globorotalia,,,,pertenuis,,,,,1521,Globorotalia,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globorotalia plesiotumida,Globorotalia plesiotumida,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globorotalia,,,,plesiotumida,,,,,1521,Globorotalia,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globorotalia tosaensis,Globorotalia tosaensis,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globorotalia,,,,tosaensis,,,,,1521,Globorotalia,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globorotalia truncatulinoides,Globorotalia truncatulinoides,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globorotalia,,,,truncatulinoides,,,,,1521,Globorotalia,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globorotalia tumida,Globorotalia tumida,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globorotalia,,,,tumida,,,,,1521,Globorotalia,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globorotalia ungulata,Globorotalia ungulata,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globorotalia,,,,ungulata,,,,,1521,Globorotalia,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globoturborotalita apertura,Globoturborotalita apertura,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globoturborotalita,,,,apertura,,,,,1529,Globoturborotalita,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Globoturborotalita woodi,Globoturborotalita woodi,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Globoturborotalita,,,,woodi,,,,,1529,Globoturborotalita,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Neogloboquadrina acostaensis,Neogloboquadrina acostaensis,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Neogloboquadrina,,,,acostaensis,,,,,1917,Neogloboquadrina,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Neogloboquadrina dutertrei,Neogloboquadrina dutertrei,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Neogloboquadrina,,,,dutertrei,,,,,1917,Neogloboquadrina,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Neogloboquadrina incompta,Neogloboquadrina incompta,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Neogloboquadrina,,,,incompta,,,,,1917,Neogloboquadrina,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Neogloboquadrina pachyderma,Neogloboquadrina pachyderma,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Neogloboquadrina,,,,pachyderma,,,,,1917,Neogloboquadrina,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Orbulina bilobata,Orbulina bilobata,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Orbulina,,,,bilobata,,,,,2002,Orbulina,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Orbulina universa,Orbulina universa,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Orbulina,,,,universa,,,,,2002,Orbulina,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Pulleniatina obliquiloculata,Pulleniatina obliquiloculata,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Pulleniatina,,,,obliquiloculata,,,,,2325,Pulleniatina,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Pulleniatina primalis,Pulleniatina primalis,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Pulleniatina,,,,primalis,,,,,2325,Pulleniatina,genus,,82192,Globorotaliidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Sphaeroidinellopsis kochi,Sphaeroidinellopsis kochi,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Sphaeroidinellopsis,,,,kochi,,,,,2569,Sphaeroidinellopsis,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis seminulina,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Sphaeroidinellopsis,,,,seminulina,,,,,2569,Sphaeroidinellopsis,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
planktic_forams,Turborotalita quinqueloba,Turborotalita quinqueloba,,,,"in PBDB, so it will be classified correctly; this is a planktic foram",,,Turborotalita,,,,quinqueloba,,,,,2740,Turborotalita,genus,,82191,Globigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Elphidid taxa,Elphidid taxa,Elphidiidae indet.,Elphidiid taxa,,"in PBDB, so it will be classified correctly",Elphidiidae indet.,,,,,,,,,,,82206,Elphidiidae,family,,,,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Astrorhizids,Astrorhizids,Astrorhizidae indet.,Astrorhizids,,"in PBDB, but a family?",Astrorhizidae indet.,,,,,,,,,,,147614,Astrorhizidae,family,,,,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Trochamminids,Trochamminids,Trochomminidae indet.,Trochamminids,,"winter 2021: ? AF: Via ET author did not want to assign to genus Trochammina, placed it in family Trochamminidae (informal name use). ",Trochamminidae indet.,,,,,,,,,,,112265,Trochamminidae,family,,,,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Discorbids,Discorbids,Discorboidea indet.,Discorbids,,winter 2021: ? AF: Via Ellen auhtor did not want to assign genus but places it in the Family Discorbidae; Superfamily now Discorboidea not Discorbacea,Discorboidea indet.,,,,,,,,,,,429726,Discorboidea,superfamily,,,,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
benthic_forams,Miliolid taxa,Miliolid taxa,Miliolidae indet.,Miliolid taxa,,Family? Miliolidae,Miliolidae indet.,,,,,,,,,,,81704,Miliolidae,family,,,,256604,Miliolida,428719,Tubothalamea,288974,Foraminifera,212476,Rhizaria
benthic_forams,Miliolids,Miliolids,Miliolidae indet.,Miliolids,,Family? Miliolidae,Miliolidae indet.,,,,,,,,,,,81704,Miliolidae,family,,,,256604,Miliolida,428719,Tubothalamea,288974,Foraminifera,212476,Rhizaria
benthic_forams,Nodosariidae indet.,Nodosariidae indet.,,,,Family?,Nodosariidae indet.,,,,,,,,,,,82197,Nodosariidae,family,,,,429322,Nodosariida,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria
benthic_forams,Nonionidae indet.,Nonionidae indet.,,,,Family?,Nonionidae indet.,,,,,,,,,,,82211,Nonionidae,family,,,,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Abyssamina poagi,Abyssamina poagi,,,,"in PBDB, so it will be classified correctly",,,Abyssamina,,,,poagi,,,,,762,Abyssamina,genus,,103796,Chilostomellidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
benthic_forams,Abyssamina quadrata,Abyssamina quadrata,,,,"in PBDB, so it will be classified correctly",,,Abyssamina,,,,quadrata,,,,,762,Abyssamina,genus,,103796,Chilostomellidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
benthic_forams,Abyssammina spp.,Abyssammina spp.,Abyssamina spp.,,,"in PBDB, so it will be classified correctly",,,Abyssamina,,,,spp.,,,,,762,Abyssamina,genus,,103796,Chilostomellidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
benthic_forams,Acervulina mabahethi,Acervulina mabahethi,,,,"in PBDB, but classification differs to WoRMS",,,Acervulina,,,,mabahethi,,,,,766,Acervulina,genus,,54414,Acervulinidae,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Adelosina dubia?,Adelosina dubia?,Adelosina ? dubia,,,"in PBDB, but classification differs to WoRMS",,,Adelosina,,,?,dubia,,,,,772,Adelosina,genus,,240117,Spiroloculinidae,256604,Miliolida,428719,Tubothalamea,288974,Foraminifera,212476,Rhizaria
benthic_forams,Alabamina cf. dissonata,Alabamina cf. dissonata,,,,"in PBDB, but classification differs to WoRMS",,,Alabamina,,,cf.,dissonata,,,,,788,Alabamina,genus,,82213,Alabaminidae,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Alabamina creta,Alabamina creta,,,,"in PBDB, but classification differs to WoRMS",,,Alabamina,,,,creta,,,,,788,Alabamina,genus,,82213,Alabaminidae,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Alabamina dissonata,Alabamina dissonata,,,,"in PBDB, but classification differs to WoRMS",,,Alabamina,,,,dissonata,,,,,788,Alabamina,genus,,82213,Alabaminidae,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Alabamina sp.,Alabamina sp.,,,,"in PBDB, but classification differs to WoRMS",,,Alabamina,,,,sp.,,,,,788,Alabamina,genus,,82213,Alabaminidae,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Alabamina tenuimarginata,Alabamina tenuimarginata,,,,"in PBDB, but classification differs to WoRMS",,,Alabamina,,,,tenuimarginata,,,,,788,Alabamina,genus,,82213,Alabaminidae,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Alabaminella sp.,Alabaminella sp.,,,,"in PBDB, so it will be classified correctly",,,Alabaminella,,,,sp.,,,,,423746,Alabaminella,genus,,241423,Eponididae,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Alabaminella weddellensis,Alabaminella weddellensis,,,,"in PBDB, so it will be classified correctly",,,Alabaminella,,,,weddellensis,,,,,423746,Alabaminella,genus,,241423,Eponididae,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Alabammina dissonata,Alabammina dissonata,Alabamina dissonata,,,"winter 2021: Spelling Mistake? Alabamina? AF: Yes, via ET.",,,Alabamina,,,,dissonata,,,,,788,Alabamina,genus,,82213,Alabaminidae,,,,,288974,Foraminifera,212476,Rhizaria
benthic_forams,Alabammina spp.,Alabammina spp.,Alabamina spp.,,,"winter 2021: Spelling Mistake? Alabamina? AF: Yes, via ET.",,,Alabamina,,,,spp.,,,,,788,Alabamina,genus,,82213,Alabaminidae,,,,,288974,Foraminifera,212476,Rhizaria
